model,temperature,epsilon,n_matched_with_weight,n_missed,mae,medae,nmae_legacy,cpmae,cpmae_fp
llava-llama3:8b,0.4,0.6,2,868,80.0,80.0,128.8873563218391,151.80344827586208,153.69655172413792
llava-llama3:8b,0.4,0.7,2,868,80.0,80.0,128.8873563218391,151.80344827586208,153.69655172413792
llava-llama3:8b,0.4,0.8,2,868,80.0,80.0,128.8873563218391,151.80344827586208,153.69655172413792
llava-llama3:8b,0.4,0.9,1,869,77.0,77.0,128.94022988505748,151.78505747126437,153.8505747126437
llava-llama3:8b,0.6,0.5,6,864,103.66666666666667,84.0,128.82528735632184,151.37586206896552,153.18505747126437
llava-llama3:8b,0.6,0.6,4,866,75.5,81.0,128.75402298850574,151.39885057471264,153.39425287356323
llava-llama3:8b,0.6,0.7,3,867,79.0,97.0,128.82758620689654,151.47931034482758,153.70459770114942
llava-llama3:8b,0.6,0.8,2,868,70.0,70.0,128.86436781609194,151.70919540229886,154.16436781609195
llava-llama3:8b,0.6,0.9,1,869,32.0,32.0,128.88850574712643,151.716091954023,154.17816091954023
llava-llama3:8b,0.8,0.5,11,859,150.54545454545453,80.0,129.27241379310345,151.44022988505748,153.97011494252874
llava-llama3:8b,0.8,0.6,7,863,178.0,120.0,129.39425287356323,151.5758620689655,154.49425287356323
llava-llama3:8b,0.8,0.7,5,865,84.0,80.0,128.74137931034483,151.6080459770115,154.8367816091954
llava-llama3:8b,0.8,0.8,5,865,84.0,80.0,128.74137931034483,151.6080459770115,154.8367816091954
llava-llama3:8b,0.8,0.9,2,868,100.0,100.0,128.93333333333334,151.70919540229886,155.17471264367816
llava-llama3:8b,1.0,0.5,16,854,80.375,78.5,128.10574712643677,150.98850574712642,155.70344827586206
llava-llama3:8b,1.0,0.6,12,858,91.66666666666667,93.0,128.48505747126435,151.28620689655173,156.4045977011494
llava-llama3:8b,1.0,0.7,9,861,89.44444444444444,91.0,128.59080459770115,151.63103448275862,157.12873563218392
llava-llama3:8b,1.0,0.8,8,862,89.625,93.0,128.63793103448276,151.65862068965518,157.38620689655173
llava-llama3:8b,1.0,0.9,3,867,132.33333333333334,100.0,129.01149425287358,151.79885057471265,157.93333333333334
llava-phi3:3.8b,0.0,0.5,321,549,71.71028037383178,50.0,107.86206896551724,124.89770114942529,164.55057471264368
llava-phi3:3.8b,0.0,0.6,159,711,72.23270440251572,53.0,118.62528735632183,136.8632183908046,197.28850574712644
llava-phi3:3.8b,0.0,0.7,106,764,66.78301886792453,45.0,121.41954022988506,143.14597701149424,211.85172413793103
llava-phi3:3.8b,0.0,0.8,80,790,56.5875,45.0,122.34137931034483,145.39655172413794,218.1712643678161
llava-phi3:3.8b,0.0,0.9,28,842,47.214285714285715,40.0,126.36781609195403,148.82758620689654,227.96666666666667
llava-phi3:3.8b,0.2,0.5,307,563,69.32247557003258,50.0,107.94137931034483,126.61609195402299,169.2528735632184
llava-phi3:3.8b,0.2,0.6,157,713,74.63694267515923,51.0,119.1896551724138,138.19885057471265,199.3287356321839
llava-phi3:3.8b,0.2,0.7,103,767,70.05825242718447,50.0,122.02183908045977,144.07816091954024,214.21379310344827
llava-phi3:3.8b,0.2,0.8,78,792,54.666666666666664,45.5,122.33563218390805,146.1080459770115,219.86436781609194
llava-phi3:3.8b,0.2,0.9,27,843,68.88888888888889,64.0,127.13448275862069,149.60229885057473,229.10344827586206
llava-phi3:3.8b,0.4,0.5,257,613,86.284046692607,57.0,116.3816091954023,131.5609195402299,177.78735632183907
llava-phi3:3.8b,0.4,0.6,131,739,78.93129770992367,48.0,121.46091954022988,139.3367816091954,202.683908045977
llava-phi3:3.8b,0.4,0.7,82,788,81.36585365853658,48.5,124.51034482758621,145.34942528735633,215.96436781609196
llava-phi3:3.8b,0.4,0.8,65,805,55.56923076923077,45.0,123.51379310344828,146.9528735632184,219.85632183908046
llava-phi3:3.8b,0.4,0.9,19,851,55.26315789473684,50.0,127.3896551724138,150.00919540229884,227.69310344827585
llava-phi3:3.8b,0.6,0.5,243,627,86.49218106995885,56.0,117.12712643678162,131.95011494252876,171.29071264367818
llava-phi3:3.8b,0.6,0.6,115,755,91.16634782608695,61.0,123.99900000000001,142.15762068965518,198.01606896551726
llava-phi3:3.8b,0.6,0.7,70,800,74.49971428571428,59.0,124.61491954022988,145.78158620689655,207.52606896551723
llava-phi3:3.8b,0.6,0.8,56,814,65.56375,47.0,124.91674712643679,147.25927586206896,210.52512643678162
llava-phi3:3.8b,0.6,0.9,23,847,80.30434782608695,61.0,127.71264367816092,150.06896551724137,217.34450574712645
llava-phi3:3.8b,0.8,0.5,195,675,91.53923076923077,65.0,120.60362068965516,138.4059195402299,179.10267816091954
llava-phi3:3.8b,0.8,0.6,105,765,95.88495238095238,73.0,125.00335632183908,144.0872643678161,198.81479310344827
llava-phi3:3.8b,0.8,0.7,64,806,91.84609375,69.5,126.26683908045976,147.59787356321837,207.9509540229885
llava-phi3:3.8b,0.8,0.8,36,834,87.64305555555556,63.0,127.28867816091953,149.96109195402298,214.07049425287354
llava-phi3:3.8b,0.8,0.9,14,856,79.28571428571429,71.0,128.2,150.72413793103448,217.34831034482758
llava-phi3:3.8b,1.0,0.5,160,710,80.67325687499999,56.0,120.11232310344828,139.50312770114942,178.14402425287355
llava-phi3:3.8b,1.0,0.6,88,782,91.2325,63.5,125.17983908045977,145.88328735632186,193.93652747126438
llava-phi3:3.8b,1.0,0.7,51,819,92.18235294117648,70.0,126.84172413793104,149.22908045977013,201.76641252873563
llava-phi3:3.8b,1.0,0.8,34,836,73.39970588235295,53.795,126.82711494252874,150.30527586206895,204.43374586206895
llava-phi3:3.8b,1.0,0.9,11,859,97.36363636363636,78.0,128.6,151.27586206896552,207.46227459770114
llava:13b,0.0,0.5,170,700,51.90294117647059,41.0,113.93505747126437,134.86149425287357,150.91954022988506
llava:13b,0.0,0.6,109,761,58.18807339449541,51.0,120.12816091954024,139.80862068965519,162.50114942528737
llava:13b,0.0,0.7,75,795,55.54666666666667,51.0,122.66781609195402,143.82988505747127,171.45632183908046
llava:13b,0.0,0.8,46,824,52.27173913043478,48.5,124.94310344827586,147.5580459770115,179.42298850574713
llava:13b,0.0,0.9,24,846,56.6875,49.0,127.0051724137931,149.69827586206895,184.83908045977012
llava:13b,0.2,0.5,163,707,53.40490797546012,42.0,114.8367816091954,135.93218390804597,152.04137931034484
llava:13b,0.2,0.6,103,767,60.13592233009709,51.0,120.84712643678161,141.05747126436782,163.69540229885058
llava:13b,0.2,0.7,70,800,55.65,51.0,123.09827586206896,144.60977011494253,171.80229885057472
llava:13b,0.2,0.8,47,823,50.03191489361702,49.0,124.73390804597702,147.2109195402299,177.6735632183908
llava:13b,0.2,0.9,25,845,55.62,49.0,126.89137931034483,149.30862068965519,182.67586206896553
llava:13b,0.4,0.5,143,727,54.03846153846154,39.0,116.6787356321839,139.07988505747127,156.9551724137931
llava:13b,0.4,0.6,88,782,61.99431818181818,46.5,122.22241379310344,143.32471264367817,167.25172413793103
llava:13b,0.4,0.7,58,812,61.68103448275862,46.5,124.51206896551724,146.0683908045977,174.0494252873563
llava:13b,0.4,0.8,39,831,56.11538461538461,37.0,125.73275862068965,147.94425287356322,178.33908045977012
llava:13b,0.4,0.9,22,848,57.75,37.5,127.19827586206897,149.7258620689655,182.66091954022988
llava:13b,0.6,0.5,136,734,63.19485294117647,47.5,118.7132183908046,139.50862068965517,158.97011494252874
llava:13b,0.6,0.6,85,785,67.25882352941177,50.0,122.96781609195402,143.82528735632184,170.09425287356322
llava:13b,0.6,0.7,53,817,62.679245283018865,48.0,124.95977011494253,146.87816091954022,177.5264367816092
llava:13b,0.6,0.8,28,842,66.57142857142857,57.0,126.99080459770114,149.55747126436782,183.59080459770115
llava:13b,0.6,0.9,15,855,70.26666666666667,61.0,127.98735632183909,150.5367816091954,186.39770114942527
llava:13b,0.8,0.5,139,731,65.42446043165468,50.0,118.84252873563219,140.26436781609195,163.62701149425288
llava:13b,0.8,0.6,79,791,67.92405063291139,51.0,123.45402298850574,144.70114942528735,175.37873563218392
llava:13b,0.8,0.7,51,819,63.88235294117647,48.0,125.18275862068965,146.85862068965517,180.81781609195403
llava:13b,0.8,0.8,27,843,48.407407407407405,43.0,126.49885057471265,149.16091954022988,186.42701149425287
llava:13b,0.8,0.9,16,854,57.3125,58.5,127.6816091954023,150.5655172413793,189.72816091954024
llava:13b,1.0,0.5,128,742,64.08203125,49.5,119.44885057471264,140.4971264367816,159.11701149425286
llava:13b,1.0,0.6,83,787,64.49397590361446,54.0,122.84597701149426,144.12873563218392,167.58827586206894
llava:13b,1.0,0.7,43,827,56.0,47.0,125.3919540229885,147.60689655172413,176.49057471264368
llava:13b,1.0,0.8,21,849,46.166666666666664,47.0,127.00057471264368,150.29367816091954,182.0790804597701
llava:13b,1.0,0.9,11,859,40.13636363636363,24.0,127.8764367816092,150.70862068965516,183.4032183908046
llava:7b,0.0,0.5,318,552,66.21698113207547,41.0,106.05172413793103,122.47701149425288,179.8109195402299
llava:7b,0.0,0.6,160,710,88.75625,55.0,121.59885057471264,137.96666666666667,212.85229885057473
llava:7b,0.0,0.7,95,775,83.38947368421053,51.0,124.01954022988505,144.14827586206897,227.40402298850574
llava:7b,0.0,0.8,71,799,86.25352112676056,55.0,125.51149425287356,146.83563218390805,233.5810344827586
llava:7b,0.0,0.9,30,840,109.6,125.5,128.3310344827586,150.4045977011494,241.05229885057472
llava:7b,0.2,0.5,319,551,66.24451410658307,44.0,105.98965517241379,121.4080459770115,177.35
llava:7b,0.2,0.6,175,695,82.21714285714286,51.0,119.5896551724138,136.0344827586207,207.88103448275862
llava:7b,0.2,0.7,108,762,77.60185185185185,51.5,122.61954022988506,142.98275862068965,223.7867816091954
llava:7b,0.2,0.8,66,804,82.87878787878788,55.5,125.50114942528735,147.41034482758621,233.79827586206898
llava:7b,0.2,0.9,31,839,109.09677419354838,115.0,128.29080459770114,150.20459770114942,239.94540229885058
llava:7b,0.4,0.5,301,569,68.32225913621262,46.0,108.00689655172414,123.5896551724138,180.7896551724138
llava:7b,0.4,0.6,182,688,73.41208791208791,51.0,117.3712643678161,135.42298850574713,207.7183908045977
llava:7b,0.4,0.7,109,761,69.06422018348624,51.0,121.49080459770114,142.21954022988507,223.66781609195402
llava:7b,0.4,0.8,71,799,73.77464788732394,55.0,124.49310344827586,146.65862068965518,233.98275862068965
llava:7b,0.4,0.9,31,839,83.2258064516129,57.0,127.36896551724138,149.68505747126437,241.10459770114943
llava:7b,0.6,0.5,255,615,70.19019607843137,50.0,111.76264367816091,127.73505747126437,189.36954022988505
llava:7b,0.6,0.6,147,723,77.90816326530613,56.0,120.36724137931034,137.9787356321839,212.5235632183908
llava:7b,0.6,0.7,79,791,81.56962025316456,64.0,124.69310344827586,145.00689655172414,229.40172413793104
llava:7b,0.6,0.8,43,827,73.30232558139535,64.0,126.24712643678161,149.24137931034483,239.0132183908046
llava:7b,0.6,0.9,18,852,97.33333333333333,92.0,128.3448275862069,151.02068965517242,243.29137931034484
llava:7b,0.8,0.5,213,657,68.16197183098592,46.0,114.1051724137931,131.7603448275862,197.6735632183908
llava:7b,0.8,0.6,124,746,69.15322580645162,48.5,120.47011494252874,139.7080459770115,217.3367816091954
llava:7b,0.8,0.7,76,794,66.88157894736842,46.0,123.5735632183908,144.14597701149424,228.0287356321839
llava:7b,0.8,0.8,44,826,70.63636363636364,52.5,126.04827586206896,148.183908045977,237.35977011494253
llava:7b,0.8,0.9,24,846,85.625,81.0,127.80344827586207,149.80919540229885,240.75977011494254
llava:7b,1.0,0.5,181,689,67.06906077348066,49.0,116.11551724137931,136.68563218390804,197.09137931034482
llava:7b,1.0,0.6,114,756,71.4342105263158,48.0,121.45689655172414,142.2948275862069,211.15804597701148
llava:7b,1.0,0.7,63,807,66.23015873015873,55.0,124.45459770114942,146.7764367816092,222.67988505747127
llava:7b,1.0,0.8,26,844,47.48076923076923,35.0,126.56379310344828,150.06494252873563,230.82701149425287
llava:7b,1.0,0.9,7,863,49.285714285714285,39.0,128.35862068965517,151.39080459770116,233.91091954022988
minicpm-v:8b,0.0,0.5,128,742,54.50390625,44.0,118.03965517241379,138.77758620689656,148.81206896551726
minicpm-v:8b,0.0,0.6,82,788,55.81707317073171,44.0,122.10229885057471,142.41264367816092,159.6235632183908
minicpm-v:8b,0.0,0.7,53,817,57.84905660377358,44.0,124.6655172413793,145.37126436781608,167.43045977011494
minicpm-v:8b,0.0,0.8,29,841,64.24137931034483,42.0,126.84137931034483,148.03793103448277,173.72931034482758
minicpm-v:8b,0.0,0.9,20,850,72.95,46.0,127.71149425287356,149.10114942528736,176.51091954022988
minicpm-v:8b,0.2,0.5,85,785,66.05882352941177,52.0,122.85057471264368,143.5,149.90919540229885
minicpm-v:8b,0.2,0.6,55,815,65.8,51.0,125.00459770114942,145.7793103448276,156.55747126436782
minicpm-v:8b,0.2,0.7,33,837,52.333333333333336,41.0,126.0919540229885,148.42988505747127,162.43563218390804
minicpm-v:8b,0.2,0.8,22,848,52.81818181818182,45.5,127.0735632183908,149.25057471264367,165.03563218390804
minicpm-v:8b,0.2,0.9,11,859,62.54545454545455,51.0,128.15977011494252,150.5471264367816,167.99425287356323
minicpm-v:8b,0.4,0.5,111,759,73.6891891891892,59.0,121.94310344827586,142.66494252873562,152.76632183908046
minicpm-v:8b,0.4,0.6,67,803,74.6268656716418,54.0,124.81264367816092,145.89885057471264,161.87551724137933
minicpm-v:8b,0.4,0.7,33,837,67.42424242424242,55.0,126.66436781609195,148.85862068965517,169.83873563218393
minicpm-v:8b,0.4,0.8,22,848,70.95454545454545,54.5,127.53218390804598,149.7528735632184,172.24103448275864
minicpm-v:8b,0.4,0.9,14,856,76.14285714285714,62.0,128.1494252873563,150.52068965517242,174.64103448275864
minicpm-v:8b,0.6,0.5,148,722,60.17702702702703,46.5,117.29218390804597,139.13471264367817,154.67988505747127
minicpm-v:8b,0.6,0.6,102,768,57.970588235294116,51.5,120.67241379310344,142.86666666666667,164.77068965517242
minicpm-v:8b,0.6,0.7,61,809,58.66393442622951,52.0,124.0683908045977,146.46494252873563,173.7764367816092
minicpm-v:8b,0.6,0.8,42,828,56.29761904761905,48.0,125.49022988505747,148.13620689655173,178.15344827586208
minicpm-v:8b,0.6,0.9,20,850,52.375,51.0,127.23850574712644,149.84080459770115,183.46149425287356
minicpm-v:8b,0.8,0.5,157,713,73.84331210191083,65.0,119.04643678160919,140.3648275862069,160.95896551724135
minicpm-v:8b,0.8,0.6,107,763,67.95514018691588,60.0,121.49218390804597,143.5990804597701,170.36770114942527
minicpm-v:8b,0.8,0.7,63,807,69.72222222222223,61.0,124.70747126436781,146.11206896551724,178.2948275862069
minicpm-v:8b,0.8,0.8,30,840,57.78333333333333,43.5,126.54425287356322,149.19137931034481,186.9293103448276
minicpm-v:8b,0.8,0.9,11,859,53.63636363636363,55.0,128.0471264367816,150.82528735632184,192.1396551724138
minicpm-v:8b,1.0,0.5,183,687,83.20448087431694,60.0,119.36714942528735,137.57174712643678,157.91852873563218
minicpm-v:8b,1.0,0.6,135,735,84.60755555555556,60.0,122.11151724137932,140.90806896551726,167.56358620689656
minicpm-v:8b,1.0,0.7,76,794,77.24368421052633,60.0,124.47875862068966,145.13393103448277,179.28197701149426
minicpm-v:8b,1.0,0.8,45,825,79.22266666666667,58.0,126.4253103448276,147.9092183908046,186.2026666666667
minicpm-v:8b,1.0,0.9,25,845,88.8008,61.0,127.84485057471265,149.65864367816093,190.6785287356322
ministral-3:14b,0.0,0.5,357,513,51.38375350140056,33.0,97.15057471264367,109.15632183908046,183.22298850574714
ministral-3:14b,0.0,0.6,241,629,46.46473029045643,34.0,106.1367816091954,121.9448275862069,215.94252873563218
ministral-3:14b,0.0,0.7,106,764,48.405660377358494,39.0,119.18045977011494,138.69310344827585,256.17931034482757
ministral-3:14b,0.0,0.8,38,832,37.1578947368421,36.5,124.98850574712644,147.51379310344828,277.7471264367816
ministral-3:14b,0.0,0.9,9,861,35.22222222222222,25.0,128.02988505747126,150.56436781609196,285.9471264367816
ministral-3:14b,0.2,0.5,357,513,51.63865546218487,31.0,97.2551724137931,111.43908045977011,187.34827586206896
ministral-3:14b,0.2,0.6,230,640,45.89565217391304,30.5,107.02988505747126,123.62068965517241,221.66781609195402
ministral-3:14b,0.2,0.7,112,758,52.25,34.0,119.11954022988506,138.30344827586208,255.51149425287358
ministral-3:14b,0.2,0.8,48,822,33.916666666666664,32.0,123.75402298850575,146.29655172413794,275.516091954023
ministral-3:14b,0.2,0.9,12,858,33.25,26.5,127.67931034482758,150.3264367816092,285.82183908045977
ministral-3:14b,0.4,0.5,363,507,51.09366391184573,34.0,96.49425287356321,109.2367816091954,182.3287356321839
ministral-3:14b,0.4,0.6,241,629,46.80497925311203,33.0,106.23103448275862,122.6632183908046,216.34712643678162
ministral-3:14b,0.4,0.7,104,766,48.70192307692308,36.0,119.40114942528736,137.9919540229885,254.70344827586206
ministral-3:14b,0.4,0.8,35,835,38.628571428571426,34.0,125.36436781609196,147.75057471264367,277.8528735632184
ministral-3:14b,0.4,0.9,6,864,48.833333333333336,52.5,128.44712643678162,151.0448275862069,286.0896551724138
ministral-3:14b,0.6,0.5,377,493,53.02917771883289,34.0,96.07931034482759,108.9816091954023,182.24022988505746
ministral-3:14b,0.6,0.6,249,621,51.07630522088353,35.0,106.69770114942528,120.82298850574712,215.44712643678162
ministral-3:14b,0.6,0.7,107,763,57.22429906542056,36.0,120.17241379310344,138.87471264367815,258.0448275862069
ministral-3:14b,0.6,0.8,33,837,36.54545454545455,28.0,125.49310344827586,148.25632183908047,281.6333333333333
ministral-3:14b,0.6,0.9,5,865,18.6,10.0,128.3655172413793,151.15287356321838,289.4954022988506
ministral-3:14b,0.8,0.5,343,527,55.629737609329446,34.0,100.0735632183908,111.99770114942528,192.5344827586207
ministral-3:14b,0.8,0.6,222,648,54.527027027027025,35.5,109.99655172413793,125.60229885057471,226.716091954023
ministral-3:14b,0.8,0.7,111,759,53.027027027027025,34.0,119.30689655172414,138.68735632183908,259.43333333333334
ministral-3:14b,0.8,0.8,37,833,39.2972972972973,29.0,125.18505747126437,147.21954022988507,281.94827586206895
ministral-3:14b,0.8,0.9,7,863,41.57142857142857,34.0,128.29655172413794,151.01724137931035,290.96436781609196
ministral-3:14b,1.0,0.5,311,559,56.508038585209,40.0,103.08620689655173,116.8103448275862,201.26666666666668
ministral-3:14b,1.0,0.6,198,672,52.843434343434346,37.0,111.66781609195402,127.99310344827586,230.5816091954023
ministral-3:14b,1.0,0.7,77,793,47.66233766233766,38.0,121.80114942528736,142.4977011494253,267.4942528735632
ministral-3:14b,1.0,0.8,29,841,36.41379310344828,34.0,125.91379310344827,148.05632183908045,282.07586206896553
ministral-3:14b,1.0,0.9,6,864,41.333333333333336,36.5,128.39540229885057,151.0241379310345,289.0091954022989
ministral-3:3b,0.0,0.5,375,495,57.522666666666666,39.0,98.19080459770115,106.60344827586206,166.36206896551724
ministral-3:3b,0.0,0.6,256,614,49.11328125,35.0,105.49310344827586,120.1471264367816,198.90689655172415
ministral-3:3b,0.0,0.7,127,743,46.62992125984252,34.0,116.97586206896551,135.81149425287356,233.9390804597701
ministral-3:3b,0.0,0.8,58,812,45.741379310344826,33.5,123.44942528735632,144.57816091954024,253.29770114942528
ministral-3:3b,0.0,0.9,20,850,29.3,28.5,126.7080459770115,149.28275862068966,263.89310344827584
ministral-3:3b,0.2,0.5,367,503,58.07765667574932,38.0,99.08218390804598,107.6603448275862,168.61149425287357
ministral-3:3b,0.2,0.6,253,617,47.930830039525695,34.0,105.42471264367816,120.58793103448276,199.5103448275862
ministral-3:3b,0.2,0.7,125,745,46.084,34.0,117.0867816091954,135.80287356321838,234.28275862068966
ministral-3:3b,0.2,0.8,59,811,46.016949152542374,35.0,123.37241379310345,144.51149425287358,253.00574712643677
ministral-3:3b,0.2,0.9,27,843,32.96296296296296,34.0,126.01954022988505,148.4758620689655,262.0103448275862
ministral-3:3b,0.4,0.5,361,509,54.96952908587257,36.0,98.2816091954023,107.91379310344827,170.48620689655172
ministral-3:3b,0.4,0.6,244,626,45.51639344262295,34.0,105.58620689655173,122.57701149425287,204.40804597701148
ministral-3:3b,0.4,0.7,121,749,40.17355371900826,28.0,116.64597701149425,136.56666666666666,236.72528735632184
ministral-3:3b,0.4,0.8,46,824,34.02173913043478,28.0,123.97816091954023,146.0712643678161,258.05172413793105
ministral-3:3b,0.4,0.9,21,849,26.80952380952381,24.0,126.53333333333333,148.9712643678161,264.35977011494253
ministral-3:3b,0.6,0.5,342,528,58.18567251461988,42.0,101.16264367816092,111.39597701149425,179.07931034482758
ministral-3:3b,0.6,0.6,241,629,53.545643153526974,38.0,108.09827586206896,121.98103448275862,204.3367816091954
ministral-3:3b,0.6,0.7,128,742,42.73046875,34.5,116.30747126436782,135.57413793103447,234.9896551724138
ministral-3:3b,0.6,0.8,49,821,42.04081632653061,36.0,124.10229885057471,145.74367816091953,257.4942528735632
ministral-3:3b,0.6,0.9,20,850,34.5,33.0,126.82758620689656,149.41149425287355,265.432183908046
ministral-3:3b,0.8,0.5,343,527,58.44897959183673,44.0,101.18505747126437,112.77126436781609,183.10402298850576
ministral-3:3b,0.8,0.6,209,661,52.038277511961724,40.0,110.51149425287356,127.11609195402299,219.65804597701148
ministral-3:3b,0.8,0.7,105,765,54.60952380952381,42.0,120.02183908045977,139.4735632183908,247.382183908046
ministral-3:3b,0.8,0.8,32,838,50.59375,49.0,126.11609195402299,148.05402298850575,266.533908045977
ministral-3:3b,0.8,0.9,15,855,50.86666666666667,49.0,127.65287356321839,150.2183908045977,271.5890804597701
ministral-3:3b,1.0,0.5,320,550,67.05625,48.5,106.21609195402299,116.30344827586207,187.22988505747125
ministral-3:3b,1.0,0.6,191,679,63.725130890052355,46.0,114.66954022988506,128.74080459770116,220.39885057471264
ministral-3:3b,1.0,0.7,89,781,64.80898876404494,43.0,122.43333333333334,141.36896551724138,249.16551724137932
ministral-3:3b,1.0,0.8,29,841,49.689655172413794,42.0,126.35632183908046,148.57931034482758,265.5448275862069
ministral-3:3b,1.0,0.9,10,860,54.1,36.5,128.13908045977013,150.70344827586206,270.44827586206895
ministral-3:8b,0.0,0.5,393,477,47.28498727735369,25.0,92.08735632183908,105.34137931034483,171.91379310344828
ministral-3:8b,0.0,0.6,248,622,46.854838709677416,28.5,105.58390804597701,122.56436781609196,214.25172413793103
ministral-3:8b,0.0,0.7,132,738,45.75,34.0,116.36896551724138,135.51494252873565,245.15057471264367
ministral-3:8b,0.0,0.8,50,820,39.88,29.5,123.87816091954024,145.98160919540229,271.7206896551724
ministral-3:8b,0.0,0.9,17,853,44.11764705882353,43.0,127.34137931034483,149.62183908045978,281.28620689655173
ministral-3:8b,0.2,0.5,399,471,51.661654135338345,29.0,93.53103448275863,106.04482758620689,171.8735632183908
ministral-3:8b,0.2,0.6,254,616,47.93700787401575,32.0,105.33333333333333,122.10919540229885,211.5471264367816
ministral-3:8b,0.2,0.7,136,734,44.580882352941174,31.5,115.80344827586207,134.46781609195403,243.51494252873565
ministral-3:8b,0.2,0.8,45,825,38.333333333333336,39.0,124.3103448275862,146.11609195402298,272.9218390804598
ministral-3:8b,0.2,0.9,20,850,36.3,27.5,126.86896551724138,149.05862068965519,280.39310344827584
ministral-3:8b,0.4,0.5,395,475,50.41772151898734,26.0,93.32183908045977,107.40689655172413,175.07471264367817
ministral-3:8b,0.4,0.6,261,609,53.724137931034484,34.0,106.41724137931034,121.53103448275863,209.19885057471265
ministral-3:8b,0.4,0.7,136,734,54.404411764705884,37.0,117.33908045977012,135.4367816091954,244.80574712643678
ministral-3:8b,0.4,0.8,54,816,44.7037037037037,35.0,123.76781609195402,145.86896551724138,271.83563218390805
ministral-3:8b,0.4,0.9,24,846,44.708333333333336,36.0,126.67471264367816,148.88850574712643,280.18275862068964
ministral-3:8b,0.6,0.5,346,524,49.30057803468208,30.0,97.30344827586207,111.86896551724138,184.30689655172415
ministral-3:8b,0.6,0.6,223,647,46.874439461883405,30.0,107.94942528735632,125.49770114942528,219.19425287356322
ministral-3:8b,0.6,0.7,110,760,53.64545454545455,35.0,119.47241379310344,137.87011494252874,249.79655172413794
ministral-3:8b,0.6,0.8,44,826,33.95454545454545,25.5,124.19310344827586,146.44137931034481,271.9597701149425
ministral-3:8b,0.6,0.9,19,851,37.526315789473685,33.0,127.00229885057472,149.19885057471265,279.1022988505747
ministral-3:8b,0.8,0.5,359,511,54.06685236768802,36.0,98.07931034482759,111.87931034482759,187.76436781609195
ministral-3:8b,0.8,0.6,217,653,57.85253456221198,40.0,111.25402298850575,128.19080459770115,227.5758620689655
ministral-3:8b,0.8,0.7,104,766,59.09615384615385,39.5,120.64367816091954,140.20229885057472,258.74827586206897
ministral-3:8b,0.8,0.8,39,831,37.69230769230769,26.0,124.90689655172413,147.28045977011493,279.21724137931034
ministral-3:8b,0.8,0.9,17,853,43.8235294117647,37.0,127.33563218390805,149.87241379310345,285.56206896551726
ministral-3:8b,1.0,0.5,338,532,59.16568047337278,39.0,101.86896551724138,115.54712643678161,194.1206896551724
ministral-3:8b,1.0,0.6,208,662,60.02884615384615,40.0,112.51034482758621,127.82183908045977,229.19655172413792
ministral-3:8b,1.0,0.7,101,769,53.554455445544555,40.0,120.24137931034483,139.5022988505747,260.5781609195402
ministral-3:8b,1.0,0.8,35,835,49.0,50.0,125.7816091954023,147.74137931034483,281.9206896551724
ministral-3:8b,1.0,0.9,15,855,42.06666666666667,41.0,127.50114942528735,149.91379310344828,288.1390804597701
mistral-small3.1:24b,0.0,0.5,458,412,47.78165938864629,30.5,86.24367816091954,94.63793103448276,147.8551724137931
mistral-small3.1:24b,0.0,0.6,355,515,46.901408450704224,34.0,95.5,105.2919540229885,175.29655172413794
mistral-small3.1:24b,0.0,0.7,262,608,46.05343511450382,36.0,104.02068965517242,114.84827586206896,199.4735632183908
mistral-small3.1:24b,0.0,0.8,171,699,37.07602339181287,29.0,110.93218390804597,129.85402298850576,234.30114942528735
mistral-small3.1:24b,0.0,0.9,107,763,38.728971962616825,28.0,117.89770114942529,138.2816091954023,254.4873563218391
mistral-small3.1:24b,0.2,0.5,464,406,48.314655172413794,30.0,85.96781609195402,94.40344827586208,146.7632183908046
mistral-small3.1:24b,0.2,0.6,356,514,46.12359550561798,34.0,95.08735632183908,106.04022988505747,175.31954022988506
mistral-small3.1:24b,0.2,0.7,259,611,45.72586872586873,36.0,104.20919540229885,116.35747126436782,200.62528735632185
mistral-small3.1:24b,0.2,0.8,167,703,39.035928143712574,33.0,111.73103448275862,131.37471264367815,235.02758620689656
mistral-small3.1:24b,0.2,0.9,104,766,41.625,33.5,118.5551724137931,139.46436781609196,254.6344827586207
mistral-small3.1:24b,0.4,0.5,447,423,48.74720357941835,32.0,87.76666666666667,97.24252873563218,152.19770114942528
mistral-small3.1:24b,0.4,0.6,337,533,49.089020771513354,36.0,98.04597701149426,108.54022988505747,179.47816091954024
mistral-small3.1:24b,0.4,0.7,233,637,48.00858369098712,37.0,107.30919540229885,118.62758620689655,205.4505747126437
mistral-small3.1:24b,0.4,0.8,150,720,35.14666666666667,29.0,112.8183908045977,132.06781609195403,236.44827586206895
mistral-small3.1:24b,0.4,0.9,99,771,37.696969696969695,30.0,118.6103448275862,139.40574712643678,252.99310344827586
mistral-small3.1:24b,0.6,0.5,432,438,48.386574074074076,31.5,88.97126436781609,100.38850574712643,158.03218390804597
mistral-small3.1:24b,0.6,0.6,330,540,45.49090909090909,34.0,97.32413793103449,110.96666666666667,184.42068965517242
mistral-small3.1:24b,0.6,0.7,235,635,46.765957446808514,36.0,106.78735632183908,120.47701149425288,208.54022988505747
mistral-small3.1:24b,0.6,0.8,141,729,36.808510638297875,29.0,114.05862068965517,134.12528735632185,241.68275862068967
