model,temperature,run,epsilon,f1_mean,f1_lo,f1_hi,mae_mean,mae_lo,mae_hi,cpmae_mean,cpmae_lo,cpmae_hi
llama3.2-vision:11b,0.6,r2,0.8,0.25243014538697284,0.22030239234449758,0.28348686094407366,35.23510657739827,30.83674341310128,39.625657103003114,132.42824948979305,126.96802647558901,138.51892178598396
llama3.2-vision:11b,0.6,r2,0.9,0.08159583129567125,0.06323125660716206,0.10042529261032275,50.4003548123695,41.37752130681818,60.48184448462929,143.88834924156586,138.58584437465615,149.7088343217198
llama3.2-vision:11b,0.6,r3,0.5,0.5599176163438222,0.5268601124501229,0.5918236035509444,54.337546385288334,47.82930955965724,61.868161764705874,104.65204110837703,99.05455372775022,110.37624719475026
llama3.2-vision:11b,0.6,r3,0.6,0.4459065894143053,0.4140330477356181,0.47727823102823097,54.312041354783226,46.90906835100383,62.732736486486466,114.81747374844787,109.63192397141029,120.28790337403701
llama3.2-vision:11b,0.6,r3,0.7,0.3306317277226634,0.301112741601139,0.361034691476743,46.79451349813168,39.06517793594306,55.51516790028517,125.18692373197028,119.7500250420249,130.99858804566261
llama3.2-vision:11b,0.6,r3,0.8,0.2475101123121101,0.2194137650178483,0.27559530714229374,34.7964094409479,30.66653005464481,38.801205222631395,132.56518317420625,127.01206084059959,138.4920450680272
llama3.2-vision:11b,0.6,r3,0.9,0.07784548429555639,0.05889057336634895,0.09681462198577305,51.43141437096064,42.63758333333333,60.222467895608936,144.28577601148936,138.92398734745774,149.76000102556588
minicpm-v4.5:8b,0.0,r1,0.5,0.6453954356287863,0.6136958080361228,0.6751396685082872,47.24980121810536,42.576530563607086,52.258405858930594,79.85282117105137,74.68614038119537,84.99616794765268
minicpm-v4.5:8b,0.0,r1,0.6,0.4875209177762591,0.4557240463492472,0.5198327974276528,46.97103198176127,41.66761466913958,52.354648015108864,96.10612599994315,90.43265077686283,101.9065608449189
minicpm-v4.5:8b,0.0,r1,0.7,0.2982214802346717,0.26725047022549164,0.3301025184786712,51.65791381631788,44.950833604424204,59.29687631027253,114.74065189752869,109.23916001225243,120.71350767153285
